R06138	ARGININE-DEIMINASE-RXN
R01666	RXN-14100
R11341	RXN-17768
R06803	RXN-7832
R00528	SULFITE-DEHYDROGENASE-RXN
R10972	RXN-14995
R01166	RXN0-6983
R07675	D-THREO-ALDOSE-1-DEHYDROGENASE-RXN
R01166	RXN-22400
R03489	2.4.99.11-RXN
R11775	RXN-18573
R01569	RXN-5841
R04190	2.1.1.77-RXN
R01624	RXN-10061
R04550	RXN2B4Q-50
R03162	ALPHA-L-FUCOSIDASE-RXN
R11929	RXN-19036
R11040	RXN-15945
R08620	RXNQT-4170
R04471	RXN-14912
R12678	RXN-21497
R02163	RXN0-5330
R12105	RXN-17403
R03422	RXN-12060
R00837	MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN
R04711	RXN-9282
R03743	RXN-20894
R08363	RXN0-748
R12236	RXN1G-196
R06464	RXN-15100
R11171	RXN-15169
R03265	FARNESOL-2-ISOMERASE-RXN
R03494	GERANOYL-COA-CARBOXYLASE-RXN
R09743	RXN-12338
R09563	RXN-6701
R08566	RXN-19503
R06533	RXN-10692
R00178	SAMDECARB-RXN
R02813	OLEATE-HYDRATASE-RXN
R05183	1.3.99.19-RXN
R10256	RXN-16777
R11844	RXN-18864
R09686	RXN-10775
R02978	3-DEHYDROSPHINGANINE-REDUCTASE-RXN
R03751	RXN-9394
R09989	RXN-13222
R02543	RXN-20405
R05136	RXN-8615
R07306	RXN-10055
R01300	4-HYDROXYBENZOATE--COA-LIGASE-RXN
R06020	13-BETA-GLUCAN-SYNTHASE-RXN
R05685	1.1.1.265-RXN
R05790	3.1.3.70-RXN
R00650	HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN
R10431	RXN-14468
R04112	RXN-16938
R12566	RXN-21004
R01706	RXN-10727
R09740	RXN-11820
R07360	RXN-18932
R00213	CARBAMOYL-SERINE-AMMONIA-LYASE-RXN
R00085	RXN-14199
R02208	RXN-11534
R10048	RXN-13138
R12673	RXN-21360
R00921	PHOSACETYLTRANS-RXN
R12718	RXN-14006
R12795	RXN-20539
R06533	RXN-9720
R03686	ISOVITEXIN-BETA-GLUCOSYLTRANSFERASE-RXN
R03706	4.2.2.11-RXN
R13033	RXN-23818
R10183	RXN-13760
R03427	3.1.3.57-RXN
R02009	RXN-5110
R03645	RXN-19672
R10453	RXN-14547
R00303	RXN66-526
R09059	RXN-8793
R09470	RXN-16550
R04658	RXN2G6Z-2
R03059	RXN-23016
R10964	RXN-15305
R07759	RXN-16154
R10969	RXN-15421
R10607	RXN-8887
R07512	RXN-8042
R02164	R601-RXN
R00782	RXN-8054
R11609	RXN-18443
R12169	RXN-23441
R11448	RXN-17639
R11659	RXN0-7010
R11816	RXN-18339
R01264	N-METHYL-L-AMINO-ACID-OXIDASE-RXN
R11166	RXN-15776
R12913	RXN-22541
R07759	RXN-20333
R02955	CITRAMALATE-COA-TRANSFERASE-RXN
R07198	RXN-14083
R04729	RXN-17645
R02131	RXN-23338
R00468	GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN
R02205	L-PIPECOLATE-DEHYDROGENASE-RXN
R01837	RXN-12747
R12766	RXN-23061
R00936	RXN-18357
R01348	RXN-9807
R00308	3.2.1.58-RXN
R01349	FATTY-ACID-O-METHYLTRANSFERASE-RXN
R05910	2.4.1.148-RXN
R10917	RXN-16285
R13141	RXN-23694
R09993	RXN-12613
R00351	CITSYN-RXN
R02666	3-HYDROXYANTHRANILATE-OXIDASE-RXN
R02274	VAGL-RXN
R02244	ACONITATE-DELTA-ISOMERASE-RXN
R02246	RXN-10915
R06868	RXN-5642
R01373	CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN
R06025	RXN-18257
R04013	2.1.1.99-RXN
R06134	RXNN-404
R00799	RXN-11045
R00760	RXN-19915
R12969	RXN-22887
R11773	RXN0-268
R12062	RXN-19050
R11080	RXN-16647
R04334	2.4.1.156-RXN
R00977	DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN
R04985	RXN-15309
R05189	RXN-17185
R08566	1.2.7.7-RXN
R05305	RXN-17786
R01807	RXN-7864
R12736	RXN-21512
R09737	RXN-9242
R09965	RXN-12981
R08878	RXN0-7020
R01633	DCDPC-RXN
R08117	6.2.1.33-RXN
R11826	RXN-18788
R03642	VICIANIN-BETA-GLUCOSIDASE-RXN
R04094	RXN-11182
R03587	RXN-12617
R05728	1.14.13.68-RXN
R00383	ACYL-COA-HYDROLASE-RXN
R00157	2.7.4.10-RXN
R00018	2.5.1.44-RXN
R09560	RXN-10922
R12236	RXN1G-962
R03916	RXN66-336
R05223	RXN-19307
R07245	2.1.3.9-RXN
R06134	3.5.1.29-RXN
R04376	RXN-12073
R07935	RXN-14801
R00669	AMINOACYLASE-RXN
R12068	RXN-19054
R10575	RXN-14932
R00999	O-SUCCHOMOSERLYASE-RXN
R09518	RXN-12219
R00578	ASNSYNB-RXN
R01564	RXN-22706
R00482	6.3.1.4-RXN
R01707	PYRIDOXAL-4-DEHYDROGENASE-RXN
R01496	RXN-20393
R01126	RXN-7607
R02147	RXN0-5199
R06132	HISTIDINE-AMMONIA-LYASE-RXN
R01654	RXN0-2921
R11212	RXN-17350
R01528	RXN-9952
R11583	RXN-8351
R01836	RXN-22015
R02689	RXN-15118
R12667	RXN-22019
R04328	RXN66-23
R07639	RXN1G-53
R12300	RXN-12359
R10178	RXN-6902
R11078	RXN-16430
R07613	RXN-7737
R01281	SERINE-C-PALMITOYLTRANSFERASE-RXN
R02768	RXN-11479
R03732	1.5.1.28-RXN
R09233	RXN-16797
R01813	SEPIAPTERIN-REDUCTASE-RXN
R11225	RXN-16937
R11846	RXN-18886
R05784	RXN-9413
R04420	RXN-21315
R04260	RXN-10082
R10726	RXN-8572
R07706	RXN-16792
R11506	RXN-17435
R01636	4-SULFOBENZOATE-34-DIOXYGENASE-RXN
R08194	1.1.1.292-RXN
R00870	MANNITOL-2-DEHYDROGENASE-NADP+-RXN
R11002	RXN-14488
R09385	RXN-9409
R09075	RXN-10463
R06560	RXN-11846
R00725	GLUCOKIN-RXN
R05224	R341-RXN
R07811	RXN-11553
R05632	RXN-10078
R07775	RXN-8767
R03556	1.14.13.74-RXN
R10832	RXN-15204
R00507	PHOSPHOADENYLYLSULFATASE-RXN
R00085	RXN-14024
R02053	RXN-20555
R03332	3.1.4.11-RXN
R07141	1.1.1.285-RXN
R12585	RXN-21180
R02053	RXN-23566
R03954	RXN-21858
R09953	RXN-13779
R09776	RXN-5182
R02964	RXN0-7386
R05075	RXN2B4Q-57
R02804	RXN-12130
R01565	DIMETHYLGLYCINE-DEHYDROGENASE-RXN
R11880	RXN-18154
R01213	2-ISOPROPYLMALATESYN-RXN
R11224	RXN-16570
R02315	RXN3O-127
R12200	RXN-16274
R02294	RXN-11715
R02470	RXN-18735
R03330	PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN
R03472	PYRIMSYN1-RXN
R11325	RXN-21392
R07575	RXN-8155
R05000	RXN-11368
R02268	RXN-23459
R00044	COLUMBAMINE-OXIDASE-RXN
R00113	NADPH-PEROXIDASE-RXN
R05632	RXN-12763
R07388	RXN-20551
R11749	RXN-19902
R12806	TEICHOICSYN4-RXN
R11897	4.2.99.19-RXN
R07759	RXN-20349
R03697	RXN-11057
R07002	GST-RXN
R01447	LACTATE-MALATE-TRANSHYDROGENASE-RXN
R04948	2.4.1.178-RXN
R01542	KDUD-RXN
R01418	DIGUANIDINOBUTANASE-RXN
R01331	3.2.1.77-RXN
R02158	FLAVONOL-3-O-GLUCOSYLTRANSFERASE-RXN
R03787	XANTHOMMATIN-REDUCTASE-RXN
R12306	RXN-12963
R09633	RXN-11973
R07758	RXN-13296
R05553	ADCLY-RXN
R08890	RXN-13117
R09030	RIB5PISOM-RXN
R07759	RXN-16095
R01562	3-NUCLEOTID-RXN
R07574	RXN-12230
R02385	RXN-8713
R00494	RXN-19572
R04519	RXN-22558
R07128	RXN-3361
R02185	2.7.1.63-RXN
R02144	CARNOSINE-N-METHYLTRANSFERASE-RXN
R00057	RXN-15684
R01394	RXN0-305
R02756	RXN3O-1070
R00430	RXN-14117
R10390	RXN-8269
R01015	TRIOSEPISOMERIZATION-RXN
R06624	RXN-16269
R02387	ARYLAMINE-N-ACETYLTRANSFERASE-RXN
R00083	RXN-9048
R02589	RXN-16950
R12312	RXN-19823
R00390	RXN-7904
R11803	RXN-18597
R01666	DEOXYADENOSINE-KINASE-RXN
R09607	RXN-10482
R12067	RXN-18458
R12896	RXN-22772
R02442	RXN66-587
R01624	RXN66-618
R00956	2.7.7.33-RXN
R01376	2.6.1.28-RXN
R10157	RXN-12651
R07301	3.5.1.85-RXN
R04552	RXN-23455
R05442	RXN-8578
R08665	RXNQT-4311
R11173	RXN-19326
R03434	RXN-10944
R06186	RXN-14371
R07607	1.8.4.12-RXN
R03861	2.3.1.132-RXN
R07759	RXN-7698
R00877	MANNOSE-ISOMERASE-RXN
R07039	RXN-14951
R00210	PYRUVATE-DEHYDROGENASE-NADP+-RXN
R12236	RXN1G-276
R11312	THI-P-SYN-RXN
R10124	7KAPSYN-RXN
R03374	RXN-7633
R09337	RXN-14703
R07356	RXN-4513
R00765	GLUCOSAMINE-6-P-DEAMIN-RXN
R12200	RXN-20915
R04112	RXN0-5225
R04328	RXN66-314
R12773	RXN-19441
R07639	RXN1G-30
R11327	RXN-17373
R09592	RXN-13439
R00801	RXN-9985
R01462	RXN-15135
R11703	RXN-18610
R03827	FLAVANONE-4-REDUCTASE-RXN
R01866	OROTATE-REDUCTASE-NADPH-RXN
R12532	RXN-20667
R09481	RXN-12274
R12208	RXN-7082
R10194	RXN-13291
R05705	RXN-12445
R02591	3.1.4.38-RXN
R12514	RXN-19731
R05399	1.6.5.7-RXN
R01696	SORBOSE-DEHYDROGENASE-RXN
R09892	RXN-8588
R11990	RXN-18902
R01462	RXN-23572
R11195	HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN
R12778	RXN-20182
R12766	RXN-23083
R01397	ASPCARBTRANS-RXN
R07313	4.1.1.84-RXN
R05391	RXN-10099
R02739	GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN
R02472	2-DEHYDROPANTOATE-REDUCT-RXN
R11403	RXN-13669
R04696	1.1.3.35-RXN
R02380	RXN-13450
R02661	RXN-13449
R09304	RXN-11889
R10099	RXN-13253
R12514	RXN-19567
R02965	RXN0-7399
R04180	3.1.4.51-RXN
R07817	RXN-11571
R02398	CARNITINE-DECARBOXYLASE-RXN
R08666	RXN-18160
R07824	RXN-23835
R03630	PHTHALATE-45-DIOXYGENASE-RXN
R12382	RXN-19704
R08527	RXN-20571
R02361	4.2.2.9-RXN
R13002	RXN-23100
R11927	RXN1UA-51
R01624	RXN66-620
R08388	RXN-12550
R11055	RXN-15039
R08966	RXN-23122
R10465	RXN-14571
R08537	RXN66-82
R04618	RXN-3585
R09506	RXN-23450
R04085	RXN-8093
R12366	RXN-11938
R02504	TRIMETAPHOSPHATASE-RXN
R03797	RXN-17675
R03763	CUCURBITACIN-DELTA-23-REDUCTASE-RXN
R03137	RENILLA-LUCIFERIN-2-MONOOXYGENASE-RXN
R10236	RXN-15322
R09518	RXN-17665
R02467	CYSTEAMINE-DIOXYGENASE-RXN
R10166	RXN-11386
R07034	RXN-23477
R10559	RXN-7893
R01835	CORTISONE-BETA-REDUCTASE-RXN
R03679	2.4.1.205-RXN
R01724	NICOTINATEPRIBOSYLTRANS-RXN
R01486	RXN-15819
R12722	RXN-19459
R11915	RXN-19209
R04927	ADENYLYLSULFATE-REDUCTASE-RXN
R06439	RXN-12772
R11128	RXN-15696
R00434	GUANYLCYC-RXN
R03866	LEUKOTRIENE-B4-20-MONOOXYGENASE-RXN
R06687	RXN-14826
R12078	RXN-13597
R12332	RXN-20062
R02427	RXN-12246
R04772	RXN-11062
R00521	FORMYL-COA-HYDROLASE-RXN
R00197	RXN-23099
R02029	RXN-13313
R06827	2.4.1.190-RXN
R02158	RXN1F-462
R10267	RXN-13141
R01625	RXN-15889
R07759	RXN-16112
R04490	3.1.1.54-RXN
R02978	RXN-12645
R03069	DIMETHYLMALEATE-HYDRATASE-RXN
R03394	RXN-8730
R12514	RXN-19590
R01624	RXN66-636
R04630	RXN-18292
R01799	CDPDIGLYSYN-RXN
R00994	RXNQT-4174
R01639	XYLULOKIN-RXN
R01383	RXN-10609
R03983	2.3.2.13-RXN
R03411	RXN1G-3641
R10803	RXN-15618
R07360	RXN-22920
R04363	2.3.1.125-RXN
R00723	ADENOSINE-TETRAPHOSPHATASE-RXN
R08778	RXN-11297
R06804	RXN-8289
R12726	RXN-19480
R03072	RXN-17837
R12023	RXN-19067
R02280	3.5.4.22-RXN
R03142	2.7.7.36-RXN
R09877	RXN-12816
R06870	RXN-7948
R11053	RXN-14397
R07761	RXN-12971
R11894	DGDPKIN-RXN
R09497	RXN0-7124
R00628	RXN-19416
R07170	R-6-HYDROXYNICOTINE-OXIDASE-RXN
R08157	RXN66-634
R11792	RXN-11429
R00756	6PFRUCTPHOS-RXN
R03701	THIOPURINE-S-METHYLTRANSFERASE-RXN
R01618	ATP-ADENYLYLTRANSFERASE-RXN
R01175	RXN-12669
R04388	OPHELINE-KINASE-RXN
R10836	RXN-14699
R01151	RXN-9600
R09381	RXN-15043
R01598	ARACHIDONATE--COA-LIGASE-RXN
R07250	2.3.1.159-RXN
R04203	RXN-21756
R02218	STEROID-11-BETA-MONOOXYGENASE-RXN
R02160	RXN-14981
R07312	RXN-20409
R04618	RXN-4703
R00611	RXN-22741
R02208	RXN66-343
R01773	HOMOSERDEHYDROG-RXN
R07715	RXN-7750
R02113	RXN-12127
R10277	RXN-13654
R13010	RXN-20684
R13092	RXN-13041
R02768	RXN-11474
R08762	RXN-17077
R01207	RXN-16006
R01294	RXN-16956
R05745	RXN-1301
R03232	RXN-15157
R02170	RXN-17099
R09703	RXN-12413
R04541	METHYL-COM-HTP-RXN
R07786	RXN-11101
R09649	RXN-10758
R11103	RXN-16277
R04540	1.8.98.1-RXN
R01837	STEROID-DELTA-ISOMERASE-RXN
R03189	GLUTAMATE-FORMIMINOTRANSFERASE-RXN
R09894	RXN-10599
R02921	2.7.7.40-RXN
R03739	RXN-16832
R07158	1.2.7.5-RXN
R05246	RXN-21348
R06387	RXN-9442
R07805	3.2.1.103-RXN
R03438	RXN-16158
R05271	SOLDEHYD-RXN
R07063	1.14.19.3-RXN
R04950	RXN-23600
R07361	1.10.99.2-RXN
R00086	ATP-PYROPHOSPHATASE-RXN
R09573	RXN-11908
R01624	RXN1G-517
R05723	RXN-18348
R06376	RXN-9424
R07402	3.5.1.93-RXN
R02756	RXN-15046
R03409	PPPGPPHYDRO-RXN
R04769	RXN-8144
R05397	RXN-10095
R10979	RXN-14377
R01835	RXN-9794
R07759	RXN-12968
R01406	RXN-13268
R10189	RXN-15670
R03021	1.1.1.98-RXN
R01409	RXN-11732
R13010	RXN-22803
R06261	RXN-5469
R03423	CYCPHOSDIESTER-RXN
R04242	RXN-3741
R09873	RXN-12806
R11606	RXN-8339
R02364	QOR-RXN
R07639	RXN-16614
R09541	RXN3O-9888
R04985	RXN-9231
R05960	2.4.1.228-RXN
R11328	RXN-17904
R01096	RXN-14234
R09993	THIAMINASE-RXN
R11938	RXN-18772
R10420	RXN-8955
R00791	1.7.7.2-RXN
R11819	RXN-18502
R04208	AIRS-RXN
R09080	RXN-11566
R06626	RXN-14845
R00155	NUCLEOSIDE-DIPHOSPHATASE-RXN
R05070	DIHYDROXYMETVALDEHYDRAT-RXN
R03245	PHOSPHOMEVALONATE-KINASE-RXN
R07761	RXN-20382
R02768	RXN-16629
R06895	HEMN-RXN
R04321	RXN-20567
R04671	RXN66-320
R02685	RXN-13616
R07605	RXN0-4022
R03723	FUCOSTEROL-EPOXIDE-LYASE-RXN
R02846	L-3-CYANOALANINE-SYNTHASE-RXN
R10269	RXN-13335
R06357	RXN-10624
R08964	2.7.4.24-RXN
R07760	RXN-16130
R03102	1.2.1.31-RXN
R10115	2.3.1.41-RXN
R00494	RXN-19607
R11777	RXN-18621
R08379	RXN-10841
R04630	RXN-18309
R02903	2.7.11.14-RXN
R05186	RXN-20189
R10633	RXN-15025
R06563	RXN-3562
R06868	2.1.1.103-RXN
R10416	RXN-14415
R01385	UDP-GLUCURONATE-4-EPIMERASE-RXN
R10123	RXN-13834
R09533	RXN-11760
R11539	RXN-15366
R02246	RXN3O-4113
R11858	RXN-18981
R04731	R13-RXN
R02101	THYMIDYLATESYN-RXN
R10942	RXN-16291
R00022	RXN-21432
R01155	DIAMTRANSAM-RXN
R10285	RXN-13946
R10117	RXN-16627
R10347	RXN-12515
R05074	RXN-22487
R00608	METHANOL-OXIDASE-RXN
R05375	45-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN
R02661	RXN-21774
R06275	CERAMIDE-GLUCOSYLTRANSFERASE-RXN
R10117	RXN-21619
R04555	2.7.1.109-RXN
R05634	2.7.1.148-RXN
R03748	RXN-12690
R08921	RXN-7740
R11622	RXN-18481
R12778	RXN-20188
R12085	RXN-19376
R03263	RXN66-360
R02768	RXN-21617
R01954	ARGSUCCINSYN-RXN
R01013	2.3.1.42-RXN
R11019	RXN0-6367
R03626	RXN-23473
R01983	GLUCUROISOM-RXN
R01529	RIBULP3EPIM-RXN
R12763	RXN-20702
R08867	RXN-10834
R07760	RXN-16021
R01768	RXN-7682
R10184	RXN-13269
R12035	RXN0-5375
R00833	METHYLMALONYL-COA-MUT-RXN
R12789	RXN-20273
R01461	RXN-20227
R04139	RXN-17410
R02541	RXN-15212
R00145	LEUCINE-DEHYDROGENASE-RXN
R07806	3.1.6.4-RXN
R01569	RXN-14143
R10994	GLUTATHIONE-SYN-RXN
R04076	RXN-15174
R09868	RXN-13488
R03824	RXN-12496
R05125	RXN-23589
R05441	RXN-9866
R00398	ALANOPINE-DEHYDROGENASE-RXN
R02833	3.2.1.132-RXN
R02768	RXN-21634
R02246	RXN-10781
R00943	FORMATETHFLIG-RXN
R02071	1PFRUCTPHOSN-RXN
R00368	STROMBINE-DEHYDROGENASE-RXN
R01932	2-OXOADIPATE-REDUCTASE-RXN
R11980	RXN-18937
R12073	RXN-16853
R00931	2-METHYLCITRATE-SYNTHASE-RXN
R07761	RXN-13308
R11792	RXN-18176
R03045	RXN-6383
R09715	RXN-9457
R02685	RXN-23155
R11887	RXNQT-4330
R05155	1.13.11.48-RXN
R12647	RXN-21091
R11426	RXN-17718
R11081	RXN-16712
R00238	RXN-14274
R04542	3.1.3.47-RXN
R06131	4.3.1.17-RXN
R00782	RXN-19586
R08221	CYTIDEAM-RXN
R10337	RXN-8124
R10346	RXN-14089
R02212	PROGESTERONE-MONOOXYGENASE-RXN
R07769	RXN-13037
R09896	RXN-12831
R10116	RXN-21650
R11821	RXN-18975
R11492	RXN-17685
R01542	1.1.1.127-RXN
R06125	2.4.1.36-RXN
R11527	RXN-19707
R12616	RXN-20934
R08619	RXNQT-4163
R12771	RXN-4121
R00608	ALCOHOL-OXIDASE-RXN
R00264	RXN-16653
R00066	RIBOFLAVIN-SYN-RXN
R00732	CYCLOHEXADIENYL-DEHYDROGENASE-RXN
R04703	RXN-9275
R01513	RXN-22623
R11831	RXN-18793
R09289	RXN-8974
R00673	TRYPTOPHAN-RXN
R08174	PALMITOYL-COA-HYDROLASE-RXN
R12238	RXN-18518
R09640	RXN0-4621
R04567	RXN-23223
R04056	RXN-21419
R04267	RXN-14122
R06245	RXN-15344
R10112	RXN-11080
R07483	RXN-20446
R02878	OCTANOL-DEHYDROGENASE-RXN
R02625	2.7.13.1-RXN
R10117	RXN-21666
R01496	RXN-20398
R00383	RXN-7938
R06057	2.4.1.211-RXN
R01393	HYDROXYPYRUVATE-DECARBOXYLASE-RXN
R04035	HISTPRATPHYD-RXN
R04457	LUMAZINESYN-RXN
R04328	RXN-20102
R00042	1.2.3.13-RXN
R05788	RXN-13692
R01166	3.4.13.20-RXN
R01538	GALACTONDEHYDRAT-RXN
R11837	RXN-18826
R01706	RXN-7902
R10616	RXN-23811
R10109	RXN-13370
R06794	RXN-6241
R05735	RXN-17566
R07626	ADP-RIBOSYLARGININE-HYDROLASE-RXN
R02661	RXN1G01-40
R08900	RXN-13176
R11011	RXN-16230
R07634	4.4.1.25-RXN
R12703	RXN-22464
R11013	RXN-14430
R06687	RXN-14832
R03224	RXN-2425
R02531	RXN-8772
R10117	RXN-21636
R10638	RXN-18095
R04606	RXN2B4Q-52
R13000	RXN-22970
R04374	TRANS-L-3-HYDROXYPROLINE-DEHYDRATASE-RXN
R01403	RXN-21683
R00395	RXN-15657
R00287	UDPSUGARHYDRO-RXN
R10265	RXN-13963
R10928	RXN-10958
R07359	RXN-22595
R02112	RXN-12278
R12416	RXN-8323
R11658	RXN-15382
R04002	RXN-21791
R12200	RXN-20919
R03991	2.3.1.155-RXN
R09233	RXN-8820
R04715	RXN-19907
R06523	RXN-4823
R01702	1.2.4.4-RXN
R09499	RXN-8156
R00936	DIHYDROFOLATEREDUCT-RXN
R02246	RXN66-478
R11350	RXN-17603
R01569	RXN0-3741
R05723	RXN-18385
R02298	RXN-22505
R09381	RXN-17021
R09523	RXN-11267
R11079	RXN-9141
R05355	CHLOROMALERED-RXN
R01558	OXALATE--COA-LIGASE-RXN
R02163	RXN-21546
R00868	RXN-23382
R00764	2.7.1.90-RXN
R00627	RXN-18670
R09317	ACETYLSYNCLTH-RXN
R04523	RXN-19393
R00525	RXN-20718
R10238	RXN-11
R00988	ARYLFORMAMIDASE-RXN
R03828	MRNA-GUANYLYLTRANSFERASE-RXN
R04364	2.3.1.89-RXN
R01404	RXN-21700
R07560	RXN-19135
R04135	HYDROXYGLUTAMATE-DECARBOXYLASE-RXN
R04100	RXN-14716
R02113	RXN-16975
R08996	RXN-8382
R01043	GLYCEROL-2-PHOSPHATASE-RXN
R01365	ACETOACETYL-COA-TRANSFER-RXN
R07002	RXN-13673
R02113	RXN-12123
R01242	RXN-10614
R00389	RXN-19959
R02246	RXN-7706
R10116	RXN-9518
R07417	RXN0-5455
R09724	RXN-12167
R03391	1.17.1.1-RXN
R03673	DOPACHROME-DELTA-ISOMERASE-RXN
R02063	RXN-17428
R03438	RXN-16041
R04237	RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN
R05453	RXN-1303
R02545	RXN-8643
R07612	RXN-17139
R04449	CITC-RXN
R04094	RXN-18218
R11242	RXN-17095
R00540	3.5.5.5-RXN
R05794	2.7.8.24-RXN
R00694	RXN-10814
R03434	RXN-7305
R01624	RXN1G-508
R01624	RXN-21724
R01081	RIBOSE-ISOMERASE-RXN
R02987	2-FUROYL-COA-DEHYDROGENASE-RXN
R06073	SUCROSE-PHOSPHATE-SYNTHASE-RXN
R03901	RXN-16176
R10464	RXN-14403
R07557	RXN-8190
R02053	RXN-17736
R11989	RXN-21385
R10239	RXN-9479
R10836	RXN-8800
R10953	RXN-7162
R07760	RXN-11750
R05622	BENZOATE-12-DIOXYGENASE-RXN
R06305	4.2.3.17-RXN
R01574	D-ARABINOSE-1-DEHYDROGENASE-RXN
R01404	RXN-9538
R01175	RXN-14576
R01879	1.14.11.3-RXN
R02396	RXN-18367
R03707	SS-BUTANEDIOL-DEHYDROGENASE-RXN
R02053	RXN-15065
R09915	RXN-12847
R05556	RXN-11963
R12560	RXN-21134
R02124	RETINOL-DEHYDROGENASE-RXN
R00751	THREONINE-ALDOLASE-RXN
R10185	RXN-17954
R05988	2.4.1.68-RXN
R05000	RXN-14291
R01625	ENTDB-RXN
R11180	RXN-15703
R07445	RXN-22820
R01010	ALKAPHOSPHA-RXN
R00073	PROSTAGLANDIN-ENDOPEROXIDE-SYNTHASE-RXN
R01623	3.1.4.14-RXN
R10116	RXN-22026
R12983	RXN-22644
R05723	RXN-602
R11644	RXN-13858
R02135	RXNQT-4191
R07155	1.1.99.30-RXN
R00389	RXN-21763
R10839	RXN-15245
R09589	RXN-7488
R07446	RXN-4226
R12789	RXN-9593
R09559	RXN-9293
R07483	RXN66-14
R09979	RXN-16391
R01406	RXN-13266
R00857	RXN-14136
R11792	RXN-11433
R03605	RXN-90
R00977	RXN0-6565
R00671	ORNITHINE-CYCLODEAMINASE-RXN
R01924	RXN-18548
R01403	RXN-21652
R03463	1.3.1.40-RXN
R05444	RXN-8806
R11202	RXN-16482
R00932	HYDGLUTSYN-RXN
R10848	RXN-15920
R01923	RXN-18370
R03135	POLYVINYL-ALCOHOL-OXIDASE-RXN
R07127	LYXK-RXN
R10296	RXN-14446
R12343	RXN-18638
R02743	GAMMA-GLUTAMYLCYCLOTRANSFERASE-RXN
R01403	RXN-9658
R00389	R223-RXN
R10897	RXN-15706
R11696	RXN-13812
R10072	RXN-13194
R11487	RXN-15349
R04715	2.1.1.128-RXN
R09917	RXN-9685
R03813	LEUCYLTRANSFERASE-RXN
R10795	RXN-15675
R00911	RXN-19941
R02931	RXN-3645
R04138	METHYLCROTONYL-COA-CARBOXYLASE-RXN
R11941	RXN-18998
R02531	RXN0-4281
R06826	RXN-5001
R04567	RXN-22480
R08527	RXN66-495
R03726	DISCADENINE-SYNTHASE-RXN
R00535	RXN-20217
R03947	DIMETHUROPORDEHYDROG-RXN
R12722	RXN-21148
R04265	RXN-9159
R00576	GLUTAMINE--PYRUVATE-AMINOTRANSFERASE-RXN
R04736	5.1.1.15-RXN
R11477	RXN-17621
R05421	RXN-20735
R07459	RXN-9789
R02590	2.7.7.15-RXN
R12090	RXN-13476
R09765	RXN-11326
R12653	RXN-19409
R01026	CHOLINESTERASE-RXN
R00909	N-ACETYL-BETA-ALANINE-DEACETYLASE-RXN
R02291	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
R09365	RXN-12730
R01619	2.7.7.51-RXN
R08996	RXN-18497
R05984	3.2.1.114-RXN
R13121	RXN-12025
R06186	GLYCOGEN-BRANCH-RXN
R00002	NITROGENASE-RXN
R13026	RXN-22793
R01005	2.4.1.117-RXN
R02267	RXN-23490
R13115	RXN-23606
R12098	RXN-19155
R05712	1.7.2.2-RXN
R01332	3.2.1.25-RXN
R02289	RXN-22570
R05711	AZOBENZENE-REDUCTASE-RXN
R01835	RXN-23672
R00787	RXN0-6377
R00469	UREIDOGLYCOLATE-HYDROLASE-RXN
R09063	RXN-17443
R00628	ACETYLESTERASE-RXN
R07865	RXN-8499
R09886	RXN-8609
R07849	RXN-16058
R05861	RXN-8672
R12570	RXN0-267
R03523	LINB2-RXN
R11601	RXN-18235
R05397	RXN-9882
R02442	RXN-12510
R11408	RXN-10830
R01680	RXN-22807
R04988	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
R07530	RXN-8214
R08363	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
R03390	FTRMBARK-RXN
R11333	RXN-17762
R11945	RXN-21415
R05750	4.3.3.3-RXN
R10178	RXN-13328
R03498	D-PINITOL-DEHYDROGENASE-RXN
R09634	RXN-6501
R00980	1.14.13.35-RXN
R02750	RIBOKIN-RXN
R04335	2.4.2.34-RXN
R09381	RXN0-6705
R09837	RXN0-6510
R05792	3.1.1.77-RXN
R12165	RXN-19287
R11229	RXN-16735
R10306	RXN-14326
R03102	ALLYSINE-DEHYDROG-RXN
R11872	RXN-18535
R05397	RXN-9854
R00494	RXN-19602
R05652	RXN-14907
R00891	CYSTATHIONINE-BETA-SYNTHASE-RXN
R09503	PSII-RXN
R01404	RXN-21668
R02768	RXN-10654
R05466	RXN-6266
R04529	RXN-12812
R04203	1.1.1.178-RXN
R00782	RXNQT-4320
R06466	RXN-111
R10252	RXN-9312
R11151	RXN-17329
R02945	--BORNEOL-DEHYDROGENASE-RXN
R01383	RXN66-168
R09568	RXN-10846
R01473	UDP-ARABINOSE-4-EPIMERASE-RXN
R06810	2.4.1.237-RXN
